url,quartier,surface,prix_annonce_m2,prix_marche_m2,ecart_m2,ecart_pct
https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/megagence-1-199596?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,90.0,2767.0,2201.47,565.53,25.69
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royalimmolavaletteduvar-31217?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D22%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Jean du Var,66.0,3182.0,5048.48,-1866.48,-36.97
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lpaimmo-27299?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,67.0,2821.0,2203.18,617.82,28.04
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2012576?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Bon Rencontre,74.0,2365.0,2113.3,251.7,11.91
https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-bretteimmobilieranne-19954?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,La Rode,116.0,2632.0,3976.92,-1344.92,-33.82
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939424826?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Aguillon,54.0,3206.0,2868.11,337.89,11.78
https://www.bienici.com/annonce/viager/toulon/appartement/4pieces/hektor-royal-immo-31001?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,La Rode,84.0,1476.190476190476,3996.04,-2519.85,-63.06
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/citya-immobilier-41039H-TAPP964861A?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,71.0,3521.0,2169.74,1351.26,62.28
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-2007752?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Pont du Las,70.0,2129.0,3268.62,-1139.62,-34.87
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-royalimmolavaletteduvar-31196?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Aguillon,33.0,3879.0,3746.42,132.58,3.54
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3552?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D23%26camera%3D8_4.5866739_43.1085545_0_0,Valbertrand,65.0,2760.0,2367.47,392.53,16.58
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1997561?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Beaulieu,90.0,2444.0,5307.05,-2863.05,-53.95
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1999826?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,97.0,5134.0,2199.52,2934.48,133.41
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-GTIGPI-31124?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Champs-de-Mars,98.0,2643.0,3945.5,-1302.5,-33.01
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1999748?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Pont du Las,65.0,3215.0,3214.03,0.97,0.03
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-bretteimmobilieranne-19889?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Centre-ville,57.0,2123.0,4514.6,-2391.6,-52.97
https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-bretteimmobilieranne-19117?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,107.0,2895.0,2226.12,668.88,30.05
https://www.bienici.com/annonce/vente/toulon/maison/8pieces/hektor-bretteimmobilieranne-19433?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Roch,180.0,2189.0,2929.17,-740.17,-25.27
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1998658?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D24%26camera%3D8_4.5866739_43.1085545_0_0,La Rode,57.0,2895.0,3097.2,-202.2,-6.53
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1996734?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,48.0,2813.0,2333.32,479.68,20.56
https://www.bienici.com/annonce/vente/toulon/maison/5pieces/dr-house-immo-1-6130734?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Jean du Var,126.0,2651.0,8134.06,-5483.06,-67.41
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1989011?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Roch,47.0,2234.0,2619.07,-385.07,-14.7
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1993178?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Pont du Las,62.0,2387.0,3182.38,-795.38,-24.99
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-gravier11-314?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Roch,51.0,2804.0,2552.72,251.28,9.84
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/laforet-immo-facile-52392290?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,48.0,2292.0,2333.32,-41.32,-1.77
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-18_victoriametropole2025-15335?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Roch,47.0,2534.0,2619.07,-85.07,-3.25
https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1991597?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Centre-ville,96.0,2938.0,4166.17,-1228.17,-29.48
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1986857?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D25%26camera%3D8_4.5866739_43.1085545_0_0,Beaulieu,63.0,1492.0,4095.13,-2603.13,-63.57
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/twimmo-2120171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26%26camera%3D8_4.5866739_43.1085545_0_0,Pont du Las,53.0,2396.0,3138.45,-742.45,-23.66
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-4128150?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Roch,61.0,3269.0,2477.03,791.97,31.97
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/citya-immobilier-41039H-TAPP960728AA?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26%26camera%3D8_4.5866739_43.1085545_0_0,La Rode,93.0,3204.0,4142.68,-938.68,-22.66
https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3528?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26%26camera%3D8_4.5866739_43.1085545_0_0,Centre-ville,71.0,3014.0,4641.47,-1627.47,-35.06
https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-mourillon-389987?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26%26camera%3D8_4.5866739_43.1085545_0_0,La Rode,103.0,2912.0,4039.38,-1127.38,-27.91
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-482762?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D26%26camera%3D8_4.5866739_43.1085545_0_0,Bon Rencontre,51.0,2286.0,2215.38,70.62,3.19
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1975774?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Beaulieu,81.0,4556.0,4828.67,-272.67,-5.65
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-gustonimmobilier-5252?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Haute-ville,49.0,4071.0,2291.63,1779.37,77.65
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mtev13600-8439?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Porte d'Italie,86.0,5093.0,2032.32,3060.68,150.6
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939382036?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Centre-ville,57.0,1946.0,4514.6,-2568.6,-56.9
https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1966211?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Aguillon,130.0,3592.0,3463.81,128.19,3.7
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mourillon-389643?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Champs-de-Mars,58.0,2929.0,3414.24,-485.24,-14.21
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1967728?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Pont du Las,40.0,2375.0,3300.98,-925.98,-28.05
https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/safti-1-1572152?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Pont du Las,42.0,1810.0,3248.23,-1438.23,-44.28
https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-17_victoriametropole2025-14503?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D27%26camera%3D8_4.5866739_43.1085545_0_0,Saint-Jean du Var,66.0,1661.0,5048.48,-3387.48,-67.1
