source,date_crawl,type_bien,nb_pieces,surface_m2,prix,prix_m2,quartier,criteres,titre,url
LeBonCoin,2026-03-09,Maison,4.0,145.0,925000,6379.0,cap brun,,Villa T4 Toulon Cap brun,https://www.leboncoin.fr/ad/ventes_immobilieres/3151743481
LeBonCoin,2026-03-09,Appartement,3.0,74.0,159000,2149.0,,,Appartement 3 pices 74 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329590
LeBonCoin,2026-03-09,Appartement,2.0,47.0,232000,4936.0,,,Appartement 2 pices 47 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2970471499
LeBonCoin,2026-03-09,Appartement,4.0,82.0,420000,5122.0,mourillon,,Toulon mourillon appartement T4,https://www.leboncoin.fr/ad/ventes_immobilieres/3140229521
LeBonCoin,2026-03-09,Appartement,2.0,38.0,249000,6553.0,,proche mer,Haut de Villa - F2 - 250 mtres des plages,https://www.leboncoin.fr/ad/ventes_immobilieres/3133359436
LeBonCoin,2026-03-09,Appartement,1.0,18.0,75000,4167.0,,,Studio 1 pice 18 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2997340203
LeBonCoin,2026-03-09,Appartement,1.0,31.0,169000,5452.0,,,Studio 1 pice 31 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3003539448
LeBonCoin,2026-03-09,Appartement,1.0,21.0,78000,3714.0,,,Appartement 1 pice 21 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3153857722
LeBonCoin,2026-03-09,Appartement,1.0,25.0,98000,3920.0,,,Studio 1 pice 25 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3147650633
LeBonCoin,2026-03-09,Appartement,5.0,153.0,1490000,9739.0,,,Studio 5 pices 153 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3119192195
LeBonCoin,2026-03-09,Appartement,1.0,21.0,58200,2771.0,,,Studio 1 pice 21 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3133466705
LeBonCoin,2026-03-09,Autre,10.0,163.0,685000,4202.0,,,Immeuble 10 pices 163 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3109059902
LeBonCoin,2026-03-09,Appartement,1.0,18.0,55000,3056.0,,parking/garage,LMNP Toulon  Rsidence tudiante GSA Alfred Nobel  Loyer 3 121 HT/an  55 000  Parking,https://www.leboncoin.fr/ad/ventes_immobilieres/3156481224
LeBonCoin,2026-03-09,Appartement,1.0,19.0,82500,4342.0,,,Studio 1 pice 19 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3156478285
LeBonCoin,2026-03-09,Appartement,1.0,30.0,110000,3667.0,,,Studio 1 pice 30 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3133888360
LeBonCoin,2026-03-09,Appartement,1.0,30.0,85000,2833.0,,,Studio 1 pice 30 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3089370228
LeBonCoin,2026-03-09,Appartement,1.0,25.0,79000,3160.0,,,Studio 1 pice 25 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2982602845
LeBonCoin,2026-03-09,Appartement,3.0,78.0,320000,4103.0,,,Studio 3 pices 78 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3106327638
LeBonCoin,2026-03-09,Appartement,4.0,113.0,573000,5071.0,,,Studio 4 pices 113 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3156031273
LeBonCoin,2026-03-09,Appartement,1.0,25.0,89000,3560.0,,,Studio 1 pice 25 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3086167833
LeBonCoin,2026-03-09,Appartement,1.0,20.0,82500,4125.0,,,Studio 1 pice 20 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3026989532
LeBonCoin,2026-03-09,Appartement,1.0,24.0,119000,4958.0,,,Studio 1 pice 24 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3134529149
LeBonCoin,2026-03-09,Appartement,3.0,138.0,755250,5473.0,,,Appartement en Viager 3 pices 138 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3155905777
LeBonCoin,2026-03-09,Appartement,1.0,18.0,59000,3278.0,,,Studio 1 pice 18 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2809749525
LeBonCoin,2026-03-09,Appartement,1.0,22.0,95000,4318.0,,,Studio 1 pice 22 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3140118397
LeBonCoin,2026-03-09,Autre,11.0,223.0,499000,2238.0,,,Immeuble 11 pices 223 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3097463711
LeBonCoin,2026-03-09,Autre,,340.0,595000,1750.0,,,Immeuble 340 m TOULON,https://www.leboncoin.fr/ad/ventes_immobilieres/3138768097
LeBonCoin,2026-03-09,Appartement,1.0,29.0,135000,4655.0,cap brun,,Toulon petit bois cap brun studio dernier etage expos sud,https://www.leboncoin.fr/ad/ventes_immobilieres/3146997748
LeBonCoin,2026-03-09,Appartement,5.0,153.0,1490000,9739.0,,,Appartement 5 pices 153 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3116638670
LeBonCoin,2026-03-09,Appartement,1.0,20.0,82500,4125.0,,,Studio 1 pice 20 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3019180419
LeBonCoin,2026-03-09,Appartement,1.0,22.0,99000,4500.0,,,Studio 1 pice 22 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3064174638
LeBonCoin,2026-03-09,Autre,2.0,339.0,499000,1472.0,,,Immeuble 2 pices 339 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3127308707
LeBonCoin,2026-03-09,Appartement,5.0,157.0,590000,3758.0,,,Studio 5 pices 157 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3143628316
LeBonCoin,2026-03-09,Appartement,1.0,28.0,109000,3893.0,,,Studio 1 pice 28 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3038855241
LeBonCoin,2026-03-09,Appartement,1.0,20.0,76990,3850.0,,,Studio 1 pice 20 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3111057518
LeBonCoin,2026-03-09,Appartement,2.0,32.0,138000,4312.0,,,Appartement 2 pices 32 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2688305799
LeBonCoin,2026-03-09,Appartement,1.0,32.0,109000,3406.0,,,Studio 1 pice 32 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3096505074
LeBonCoin,2026-03-09,Appartement,1.0,32.0,105000,3281.0,,,Appartement 1 pice 32 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3066194008
LeBonCoin,2026-03-09,Appartement,1.0,27.0,120000,4444.0,,,Studio + cellier vue port de toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3154893946
LeBonCoin,2026-03-09,Autre,,382.0,750000,1963.0,,,Immeuble 382 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804196
LeBonCoin,2026-03-09,Autre,,270.0,1150000,4259.0,,,Immeuble 270 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804194
LeBonCoin,2026-03-09,Appartement,1.0,30.0,128000,4267.0,,,Studio 1 pice 30 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3091669461
LeBonCoin,2026-03-09,Autre,,72.0,310000,4306.0,,,Immeuble 72 m Toulon,https://www.leboncoin.fr/ad/ventes_immobilieres/3059176636
LeBonCoin,2026-03-09,Appartement,1.0,25.0,114000,4560.0,,,Studio 1 pice 25 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3104628546
LeBonCoin,2026-03-09,Appartement,5.0,87.0,255000,2931.0,,,Appartement 5 pices 87 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3151399272
LeBonCoin,2026-03-09,Appartement,1.0,18.0,60000,3333.0,,,Studio 1 pice 18 m,https://www.leboncoin.fr/ad/ventes_immobilieres/2760237151
LeBonCoin,2026-03-09,Appartement,1.0,39.0,114900,2946.0,,,Appartement 1 pice 39 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3112881020
LeBonCoin,2026-03-09,Appartement,2.0,40.0,206604,5165.0,,,Appartement - 2 pices - Toulon au coeur d'un quartier vivant et commerant,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750791
LeBonCoin,2026-03-09,Appartement,4.0,75.0,325292,4337.0,,,Appartement - 4 pices - Toulon au coeur d'un quartier vivant et commerant,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750793
LeBonCoin,2026-03-09,Appartement,1.0,17.0,53000,3118.0,,,Studio 1 pice 17 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3150917652
LeBonCoin,2026-03-09,Appartement,3.0,60.0,276938,4616.0,,,Appartement - 3 pices - Toulon au coeur d'un quartier vivant et commerant,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750792
LeBonCoin,2026-03-09,Appartement,1.0,18.0,88391,4911.0,,,Studio 1 pice 18 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3147650741
LeBonCoin,2026-03-09,Appartement,1.0,28.0,81990,2928.0,,,Studio 1 pice 28 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3111057510
LeBonCoin,2026-03-09,Maison,6.0,168.0,830000,4940.0,,,Maison 6 pices 168 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3148336591
LeBonCoin,2026-03-09,Appartement,1.0,23.0,184000,8000.0,,,Studio 1 pice 23 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3146972041
LeBonCoin,2026-03-09,Appartement,1.0,28.0,130000,4643.0,,,Studio 1 pice 28 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3062865417
LeBonCoin,2026-03-09,Appartement,1.0,21.0,98500,4690.0,"claret, saint-roch",jardin/terrasse,"Studio meubl avec terrasse  zero charges  Centre & gare  pied
Toulon  Haut Claret / Bas Saint-Roch",https://www.leboncoin.fr/ad/ventes_immobilieres/3141193147
LeBonCoin,2026-03-09,Autre,10.0,223.0,490000,2197.0,centre ville,,Immeuble de rapport 223m2 centre ville TOULON,https://www.leboncoin.fr/ad/ventes_immobilieres/3068045970
LeBonCoin,2026-03-09,Appartement,1.0,27.0,122000,4519.0,,,Toulon hyper centre,https://www.leboncoin.fr/ad/ventes_immobilieres/3137167360
LeBonCoin,2026-03-09,Appartement,3.0,40.0,149000,3725.0,,,Studio 3 pices 40 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3009851051
LeBonCoin,2026-03-09,Appartement,1.0,12.0,28000,2333.0,,,Studio atypique,https://www.leboncoin.fr/ad/ventes_immobilieres/3135276082
LeBonCoin,2026-03-09,Appartement,1.0,28.0,76000,2714.0,,,TOULON CENTRE Idal investissement locatif,https://www.leboncoin.fr/ad/ventes_immobilieres/3124974327
LeBonCoin,2026-03-09,Appartement,1.0,25.0,98000,3920.0,,,Studio 1 pice 25 m,https://www.leboncoin.fr/ad/ventes_immobilieres/3127993137
LeBonCoin,2026-03-09,Appartement,1.0,26.0,78000,3000.0,,,Studio 26m,https://www.leboncoin.fr/ad/ventes_immobilieres/3127662815
