source,date_annonce,date_crawl,titre,type_bien,type_achat,budget_max,surface_min,nb_pieces,quartier_souhaite,criteres,url,description,prix,surface,prix_m2,quartier,date_publication,surface_m2,segment
LeBonCoin,,2026-03-10,Maison 6 pièces 170 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154580881,,950000.0,170.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison en Viager 5 pièces 105 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139645269,,151500.0,105.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 8 pièces 240 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038377513,,1380000.0,240.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 10 pièces 265 m²,Maison,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128049678,,1340000.0,265.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 7 pièces 280 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3019493746,,1680000.0,280.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 2 pièces 70 m²,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3024751369,,280000.0,70.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 95 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106980419,,247000.0,95.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,"Maison T7 223 m² avec piscine, T2 indépendant, garage et grand terrain La Serinette Toulon",Maison,,,,8.0,,parking/garage,https://www.leboncoin.fr/ad/ventes_immobilieres/3135406654,,939000.0,223.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 61 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2895108694,,680000.0,61.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 5 pièces 104 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132876990,,300000.0,104.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 5 pièces 122 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130524701,,555000.0,122.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 10 pièces 212 m²,Maison,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3101694681,,625000.0,212.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 5 pièces 125 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3086772497,,695000.0,125.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison - 6 pièces - LA CLOSERAIE TOULON,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055567012,,850000.0,180.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 159 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3125719684,,522000.0,159.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison en viager 4 pièces 131 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2767259446,,220000.0,131.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison de ville 2 pièces 50 m²,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127850558,,129000.0,50.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Terrain 387 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3157387001,,217000.0,387.0,561.0,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Propriété 7 pièces 160 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078937818,,899900.0,160.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 5 pièces 165 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2982602779,,694500.0,165.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Terrain 653 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2625668827,,365000.0,653.0,559.0,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Terrain Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412257,,400000.0,,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 8 pièces 220 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153973816,,1290000.0,220.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 145 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139064013,,925000.0,145.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 3 pièces 74 m²,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139424081,,480000.0,74.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 131 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078261295,,598000.0,131.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 90 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138367312,,299000.0,90.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 3 pièces 81 m²,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412258,,377000.0,81.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 9 pièces 210 m²,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154258344,,1290000.0,210.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 11 pièces 292 m²,Maison,,,,11.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127765279,,2290000.0,292.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Toulon centre / haut de ville - fond de commerce,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135404693,,290000.0,100.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 8 pièces 138 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3129853033,,750000.0,138.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 8 pièces 223 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134317017,,939000.0,223.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 1 pièce 23 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412254,,96000.0,23.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 3 pièces 80 m²,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3001297111,,377000.0,80.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 152 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140935966,,1050000.0,152.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 113 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3067987946,,478800.0,113.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 2 pièces 50 m²,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150850556,,300000.0,50.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 6 pièces 136 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078844072,,690000.0,136.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Immeuble 150 m² Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104132439,,685000.0,150.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison de ville 4 pièces 67 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3125286447,,245000.0,67.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 2 pièces 57 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329591,,120000.0,57.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 6 pièces 125 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3152150392,,655000.0,125.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 71 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148780339,,345000.0,71.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison de village 9 pièces 200 m²,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144321135,,525000.0,200.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 5 pièces 170 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110039326,,890000.0,170.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 110 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658516,,475000.0,110.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 7 pièces 200 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3075228097,,1900000.0,200.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 96 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138368770,,247000.0,96.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 126 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059481939,,549000.0,126.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 10 pièces 373 m²,Maison,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128085054,,2495000.0,373.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 7 pièces 160 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3051211154,,765000.0,160.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Triplex 4 pièces 80 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131008268,,344500.0,80.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Propriété 5 pièces 134 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3093228009,,560000.0,134.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement - 2 pièces - LA CLOSERAIE TOULON,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3053901190,,219526.0,45.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Toulon centre - haute ville / claret,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135403006,,229500.0,67.0,,"haute ville, claret",,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 82 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3119692423,,274000.0,82.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 4 pièces 100 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144119945,,320000.0,100.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison de ville 6 pièces 153 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3121874427,,522000.0,153.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 4 pièces 102 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147797698,,560000.0,102.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 127 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078673581,,249000.0,127.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 6 pièces 154 m²,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3074127857,,375000.0,154.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Villa 5 pièces 150 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092909264,,950000.0,150.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 94 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155904373,,443000.0,94.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 136 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155869521,,640000.0,136.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 121 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155743057,,665000.0,121.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Terrain 511 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155734166,,223000.0,511.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Villa 5 pièces 141 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3072612359,,698000.0,141.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 4 pièces 77 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658346,,315000.0,77.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison de ville 5 pièces 230 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144040147,,568000.0,230.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 72 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127189203,,380000.0,72.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Studio toulon mourillon,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3087291046,,160000.0,24.0,,mourillon,,,Non classifié
LeBonCoin,,2026-03-10,Maison en Viager 4 pièces 126 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3028957445,,83750.0,126.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 6 pièces 135 m²,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092119218,,420000.0,135.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 5 pièces 132 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329589,,560000.0,132.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 131 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3113414821,,599000.0,131.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 7 pièces 161 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138448134,,599000.0,161.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 150 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106494685,,695000.0,150.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 2 pièces 44 m²,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132465430,,179000.0,44.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison de ville 5 pièces 120 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123577339,,880000.0,120.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 15 pièces 360 m²,Maison,,,,15.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123437551,,1144000.0,360.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement - 3 pièces - LA CLOSERAIE TOULON,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3050545681,,296872.0,61.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison Les Ameniers,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134818238,,655000.0,131.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Vds tres joli appartement/Toulon La Serinette 365000 euros 78m2,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3005046949,,365000.0,78.0,4679.0,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 3 pièces 127 m²,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150557549,,950000.0,127.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa T4 Toulon Cap brun,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151743481,,925000.0,145.0,,cap brun,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Terrain 429 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3149138158,,205000.0,429.0,478.0,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 6 pièces 168 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148336591,,830000.0,168.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 7 pièces 157 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123182393,,690000.0,157.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 115m2 Claret Toulon,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3145730463,,460000.0,115.0,,claret,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison st Anne,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3141941005,,385000.0,120.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Toulon mourillon appartement T4,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140229521,,420000.0,82.0,,mourillon,,,Non classifié
LeBonCoin,,2026-03-10,Duplex 4 pièces 92 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2868523294,,670000.0,92.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,TOULON CENTRE Idéal investissement locatif,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124974327,,76000.0,28.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Terrain 543 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151689043,,369000.0,543.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Terrain 503 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135976013,,245000.0,503.0,487.0,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 60 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3114259553,,265000.0,60.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Haut de Villa - F2 - 250 mètres des plages,Appartement,,,,2.0,,proche mer,https://www.leboncoin.fr/ad/ventes_immobilieres/3133359436,,249000.0,38.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 1 pièce 31 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3003539448,,169000.0,31.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 21 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153857722,,78000.0,21.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 5 pièces 153 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3119192195,,1490000.0,153.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 10 pièces 163 m²,Autre,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3109059902,,685000.0,163.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 3 pièces 78 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106327638,,320000.0,78.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 5 pièces 113 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3156031273,,573000.0,113.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 1 pièce 24 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134529149,,119000.0,24.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement en Viager 3 pièces 138 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155905777,,755250.0,138.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 11 pièces 223 m²,Autre,,,,11.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3097463711,,499000.0,223.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 340 m² TOULON,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138768097,,595000.0,340.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 38 pièces 800 m²,Autre,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2974278966,,3100000.0,800.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 32 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3066194008,,105000.0,32.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio + cellier vue port de toulon,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154893946,,120000.0,27.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 382 m² Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804196,,750000.0,382.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 270 m² Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804194,,1150000.0,270.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 72 m² Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059176636,,310000.0,72.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 39 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3112881020,,114900.0,39.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 2 pièces - Toulon au coeur d'un quartier vivant et commerçant,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750791,,206604.0,40.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 4 pièces - Toulon au coeur d'un quartier vivant et commerçant,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750793,,325292.0,75.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 3 pièces - Toulon au coeur d'un quartier vivant et commerçant,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750792,,276938.0,60.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 1 pièce 23 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146972041,,184000.0,23.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,"Studio meublé avec terrasse – zero charges – Centre & gare à pied
Toulon – Haut Claret / Bas Saint-Roch",Appartement,,,,1.0,,jardin/terrasse,https://www.leboncoin.fr/ad/ventes_immobilieres/3141193147,,98500.0,21.0,,"claret, saint-roch",,,Non classifié
LeBonCoin,,2026-03-10,Immeuble de rapport 223m2 centre ville TOULON,Autre,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3068045970,,490000.0,223.0,,centre ville,,,Non classifié
LeBonCoin,,2026-03-10,Toulon hyper centre,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3137167360,,122000.0,27.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 3 pièces 40 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3009851051,,149000.0,40.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio atypique,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135276082,,28000.0,12.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 26m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127662815,,78000.0,26.0,,Non precise,,,Non classifié
LeBonCoin,,,Maison 4 pices 70 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130810337,,310000.0,,4429.0,,2026-01-20,70.0,Chercheur maison/villa
LeBonCoin,,,Appartement 4 pices 130 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3067791058,,500000.0,,3846.0,,2026-01-21,130.0,Non classifié
LeBonCoin,,,Studio 1 pice 20 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3019180419,,82500.0,,4125.0,,2025-07-07,20.0,Non classifié
LeBonCoin,,,Appartement 3 pices 49 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3082005271,,87000.0,,1776.0,,2026-02-15,49.0,Non classifié
LeBonCoin,,,Appartement en viager 2 pices 69 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2848205409,,74300.0,,1077.0,,2024-09-17,69.0,Non classifié
LeBonCoin,,,Villa 7 pices 166 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155076959,,660000.0,,3976.0,,2026-03-04,166.0,Chercheur maison/villa
LeBonCoin,,,Appartement 3 pices 67 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123805406,,536000.0,,8000.0,,2026-03-04,67.0,Non classifié
LeBonCoin,,,Loft 6 pices 260 m,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2980531550,,450000.0,,1731.0,,2025-04-29,260.0,Non classifié
LeBonCoin,,,Appartement 4 pices 80 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138370471,,199000.0,,2488.0,,2026-02-02,80.0,Non classifié
