source,date_annonce,date_crawl,titre,type_bien,type_achat,budget_max,surface_min,nb_pieces,quartier_souhaite,criteres,url,description,prix,surface,prix_m2,quartier,date_publication,surface_m2,segment
LeBonCoin,,,Maison 2 pices 70 m,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3024751369,,280000.0,,4000.0,,2025-07-17,70.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 95 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106980419,,247000.0,,2600.0,,2026-01-31,95.0,Chercheur maison/villa
LeBonCoin,,,"Maison T7 223 m avec piscine, T2 indpendant, garage et grand terrain La Serinette Toulon",Maison,,,,8.0,,parking/garage,https://www.leboncoin.fr/ad/ventes_immobilieres/3135406654,,939000.0,,4211.0,,2026-01-27,223.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 61 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2895108694,,680000.0,,11148.0,,2024-12-02,61.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 90 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126691259,,525000.0,,5833.0,,2026-01-12,90.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 156 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136331611,,725000.0,,4647.0,,2026-01-30,156.0,Chercheur maison/villa
LeBonCoin,,,Maison 10 pices 212 m,Maison,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3101694681,,625000.0,,2948.0,,2026-01-22,212.0,Chercheur maison/villa
LeBonCoin,,,Villa 5 pices 125 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3086772497,,695000.0,,5560.0,,2026-02-23,125.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 159 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3125719684,,522000.0,,3283.0,,2026-03-07,159.0,Chercheur maison/villa
LeBonCoin,,,Maison de ville 2 pices 50 m,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127850558,,129000.0,,2580.0,,2026-01-14,50.0,Chercheur maison/villa
LeBonCoin,,,Terrain 387 m Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3157387001,,217000.0,,561.0,,2026-03-07,387.0,Non classifié
LeBonCoin,,,Proprit 7 pices 160 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078937818,,899900.0,,5624.0,,2026-02-10,160.0,Chercheur maison/villa
LeBonCoin,,,Appartement 3 pices 113 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153942501,,369000.0,,3265.0,,2026-03-02,113.0,Non classifié
LeBonCoin,,,Villa 5 pices 165 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2982602779,,694500.0,,4209.0,,2025-05-02,165.0,Chercheur maison/villa
LeBonCoin,,,Maison 8 pices 220 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153973816,,1290000.0,,5864.0,,2026-03-02,220.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 165 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150911034,,830000.0,,5030.0,,2026-02-25,165.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 145 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139064013,,925000.0,,6379.0,,2026-02-03,145.0,Chercheur maison/villa
LeBonCoin,,,Maison 3 pices 74 m,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139424081,,480000.0,,6486.0,,2026-02-04,74.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 131 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078261295,,598000.0,,4565.0,,2026-02-09,131.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 90 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138367312,,299000.0,,3322.0,,2026-02-02,90.0,Chercheur maison/villa
LeBonCoin,,,Maison 3 pices 81 m,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412258,,377000.0,,4654.0,,2026-01-30,81.0,Chercheur maison/villa
LeBonCoin,,,Maison 9 pices 210 m,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154258344,,1290000.0,,6143.0,,2026-03-02,210.0,Chercheur maison/villa
LeBonCoin,,,Proprit 11 pices 292 m,Maison,,,,11.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127765279,,2290000.0,,7842.0,,2026-01-14,292.0,Chercheur maison/villa
LeBonCoin,,,Maison 8 pices 138 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3129853033,,750000.0,,5435.0,,2026-01-18,138.0,Chercheur maison/villa
LeBonCoin,,,Villa 8 pices 223 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134317017,,939000.0,,4211.0,,2026-01-26,223.0,Chercheur maison/villa
LeBonCoin,,,Appartement 1 pice 23 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412254,,96000.0,,4174.0,,2026-01-30,23.0,Non classifié
LeBonCoin,,,Maison 3 pices 80 m,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3001297111,,377000.0,,4712.0,,2025-06-04,80.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 152 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140935966,,1050000.0,,6908.0,,2026-02-07,152.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 113 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3067987946,,478800.0,,4237.0,,2026-01-22,113.0,Chercheur maison/villa
LeBonCoin,,,Maison 2 pices 50 m,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150850556,,300000.0,,6000.0,,2026-02-24,50.0,Chercheur maison/villa
LeBonCoin,,,Appartement 1 pice 16 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130714850,,79000.0,,4938.0,,2026-01-20,16.0,Non classifié
LeBonCoin,,,Proprit 6 pices 136 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078844072,,690000.0,,5074.0,,2026-02-10,136.0,Chercheur maison/villa
LeBonCoin,,,Immeuble 150 m Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104132439,,685000.0,,4567.0,,2026-01-26,150.0,Non classifié
LeBonCoin,,,Maison 5 pices 88 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155223179,,470000.0,,5341.0,,2026-03-04,88.0,Chercheur maison/villa
LeBonCoin,,,Maison de ville 4 pices 67 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3125286447,,245000.0,,3657.0,,2026-03-07,67.0,Chercheur maison/villa
LeBonCoin,,,Appartement 2 pices 57 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329591,,120000.0,,2105.0,,2026-02-09,57.0,Non classifié
LeBonCoin,,,Maison 6 pices 125 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3152150392,,655000.0,,5240.0,,2026-02-27,125.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 71 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148780339,,345000.0,,4859.0,,2026-02-21,71.0,Chercheur maison/villa
LeBonCoin,,,Appartement 5 pices 107 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412255,,310000.0,,2897.0,,2026-01-30,107.0,Non classifié
LeBonCoin,,,Maison de village 9 pices 200 m,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144321135,,525000.0,,2625.0,,2026-02-13,200.0,Chercheur maison/villa
LeBonCoin,,,Appartement 4 pices 97 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078612580,,465000.0,,4794.0,,2025-09-17,97.0,Non classifié
LeBonCoin,,,Proprit 5 pices 170 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110039326,,890000.0,,5235.0,,2026-02-04,170.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 110 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658516,,475000.0,,4318.0,,2026-02-03,110.0,Chercheur maison/villa
LeBonCoin,,,Maison 7 pices 200 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3075228097,,1900000.0,,9500.0,,2026-02-04,200.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 96 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138368770,,247000.0,,2573.0,,2026-02-02,96.0,Chercheur maison/villa
LeBonCoin,,,Duplex 5 pices 120 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142335271,,880000.0,,7333.0,,2026-02-09,120.0,Non classifié
LeBonCoin,,,Maison 5 pices 126 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059481939,,549000.0,,4357.0,,2025-08-15,126.0,Chercheur maison/villa
LeBonCoin,,,Villa 10 pices 373 m,Maison,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128085054,,2495000.0,,6689.0,,2026-01-15,373.0,Chercheur maison/villa
LeBonCoin,,,Villa 7 pices 160 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3051211154,,765000.0,,4781.0,,2025-09-04,160.0,Chercheur maison/villa
LeBonCoin,,,Triplex 4 pices 80 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131008268,,344500.0,,4306.0,,2026-01-20,80.0,Non classifié
LeBonCoin,,,Appartement 4 pices 72 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412248,,244000.0,,3389.0,,2026-01-30,72.0,Non classifié
LeBonCoin,,,Proprit 6 pices 140 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151549913,,885000.0,,6321.0,,2026-02-26,140.0,Chercheur maison/villa
LeBonCoin,,,Proprit 5 pices 134 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3093228009,,560000.0,,4179.0,,2026-03-06,134.0,Chercheur maison/villa
LeBonCoin,,,Appartement - 2 pices - LA CLOSERAIE TOULON,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3053901190,,219526.0,,4878.0,,2025-09-07,45.0,Non classifié
LeBonCoin,,,Maison 4 pices 100 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144119945,,320000.0,,3200.0,,2026-02-13,100.0,Chercheur maison/villa
LeBonCoin,,,Maison 9 pices 185 m,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134755957,,960000.0,,5189.0,,2026-01-27,185.0,Chercheur maison/villa
LeBonCoin,,,Maison de ville 6 pices 153 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3121874427,,522000.0,,3412.0,,2026-02-28,153.0,Chercheur maison/villa
LeBonCoin,,,Appartement 4 pices 102 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147797698,,560000.0,,5490.0,,2026-02-19,102.0,Non classifié
LeBonCoin,,,Appartement 5 pices 127 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078673581,,249000.0,,1961.0,,2025-09-24,127.0,Non classifié
LeBonCoin,,,Villa 6 pices 150 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140519031,,770000.0,,5133.0,,2026-02-06,150.0,Chercheur maison/villa
LeBonCoin,,,Appartement 6 pices 154 m,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3074127857,,375000.0,,2435.0,,2026-02-02,154.0,Non classifié
LeBonCoin,,,Villa 5 pices 150 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092909264,,950000.0,,6333.0,,2026-03-06,150.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 94 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155904373,,443000.0,,4713.0,,2026-03-05,94.0,Chercheur maison/villa
LeBonCoin,,,Maison 8 pices 270 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2952380875,,1555000.0,,5759.0,,2025-03-13,270.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 136 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155869521,,640000.0,,4706.0,,2026-03-05,136.0,Chercheur maison/villa
LeBonCoin,,,Villa 5 pices 94 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3113721615,,385000.0,,4096.0,,2026-02-11,94.0,Chercheur maison/villa
LeBonCoin,,,Maison 7 pices 150 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150145648,,810000.0,,5400.0,,2026-02-23,150.0,Chercheur maison/villa
LeBonCoin,,,Terrain 2 151 m Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126691272,,370000.0,,2450.0,,2026-01-12,151.0,Non classifié
LeBonCoin,,,Appartement 4 pices 84 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144160601,,124000.0,,1476.0,,2026-02-13,84.0,Non classifié
LeBonCoin,,,Maison 5 pices 125 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155743363,,860000.0,,6880.0,,2026-03-05,125.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 121 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155743057,,665000.0,,5496.0,,2026-03-05,121.0,Chercheur maison/villa
LeBonCoin,,,Villa 5 pices 141 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3072612359,,698000.0,,4950.0,,2026-01-30,141.0,Chercheur maison/villa
LeBonCoin,,,Appartement 4 pices 77 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658346,,315000.0,,4091.0,,2026-02-03,77.0,Non classifié
LeBonCoin,,,Maison de ville 5 pices 230 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144040147,,568000.0,,2470.0,,2026-02-12,230.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 72 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127189203,,380000.0,,5278.0,,2026-01-13,72.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 142 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150061182,,665000.0,,4683.0,,2026-02-23,142.0,Chercheur maison/villa
LeBonCoin,,,Maison 3 pices 45 m,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155598555,,262000.0,,5822.0,,2026-03-05,45.0,Chercheur maison/villa
LeBonCoin,,,Maison 3 pices 70 m,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3121043495,,349000.0,,4986.0,,2026-02-27,70.0,Chercheur maison/villa
LeBonCoin,,,Villa 8 pices 266 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3054030336,,3900000.0,,14662.0,,2025-09-08,266.0,Chercheur maison/villa
LeBonCoin,,,Maison en Viager 4 pices 126 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3028957445,,83750.0,,665.0,,2025-07-24,126.0,Chercheur maison/villa
LeBonCoin,,,Appartement 6 pices 135 m,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092119218,,420000.0,,3111.0,,2026-03-04,135.0,Non classifié
LeBonCoin,,,Maison 5 pices 132 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329589,,560000.0,,4242.0,,2026-02-09,132.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 200 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138363688,,1115000.0,,5575.0,,2026-02-02,200.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 131 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3113414821,,599000.0,,4573.0,,2026-02-10,131.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 186 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079994298,,960000.0,,5161.0,,2026-02-12,186.0,Chercheur maison/villa
LeBonCoin,,,Maison 7 pices 161 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138448134,,599000.0,,3720.0,,2026-02-02,161.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 72 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059867717,,380000.0,,5278.0,,2025-09-18,72.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 130 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3111641375,,467000.0,,3592.0,,2026-02-07,130.0,Chercheur maison/villa
LeBonCoin,,,Maison 2 pices 61 m,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3037855277,,270000.0,,4426.0,,2025-08-10,61.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 105 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151872923,,419000.0,,3990.0,,2026-02-26,105.0,Chercheur maison/villa
LeBonCoin,,,Appartement 2 pices 66 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3105246339,,176000.0,,2667.0,,2026-01-28,66.0,Non classifié
LeBonCoin,,,Maison 6 pices 150 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106494685,,695000.0,,4633.0,,2026-01-30,150.0,Chercheur maison/villa
LeBonCoin,,,Villa 7 pices 223 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135026295,,939000.0,,4211.0,,2026-01-27,223.0,Chercheur maison/villa
LeBonCoin,,,Appartement en viager 3 pices 54 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131819632,,116000.0,,2148.0,,2026-01-22,54.0,Non classifié
LeBonCoin,,,Appartement 2 pices 41 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153906297,,159000.0,,3878.0,,2026-03-02,41.0,Non classifié
LeBonCoin,,,Proprit en Viager 6 pices 185 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143603561,,521880.0,,2821.0,,2026-02-12,185.0,Chercheur maison/villa
LeBonCoin,,,Maison 2 pices 44 m,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132465430,,179000.0,,4068.0,,2026-01-23,44.0,Chercheur maison/villa
LeBonCoin,,,Maison 4 pices 102 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131784598,,525000.0,,5147.0,,2026-01-15,102.0,Chercheur maison/villa
LeBonCoin,,,Appartement 2 pices 60 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3114259553,,265000.0,,4417.0,,2025-12-08,60.0,Non classifié
LeBonCoin,,,Appartement - 3 pices - LA CLOSERAIE TOULON,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3050545681,,296872.0,,4867.0,,2025-09-02,61.0,Non classifié
LeBonCoin,,,Haut de Villa - F2 - 250 mtres des plages,Appartement,,,,2.0,,proche mer,https://www.leboncoin.fr/ad/ventes_immobilieres/3133359436,,249000.0,,6553.0,,2026-01-24,38.0,Non classifié
LeBonCoin,,,Studio 1 pice 18 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2997340203,,75000.0,,4167.0,,2025-05-28,18.0,Non classifié
LeBonCoin,,,Studio 1 pice 31 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3003539448,,169000.0,,5452.0,,2025-06-07,31.0,Non classifié
LeBonCoin,,,Appartement 1 pice 21 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153857722,,78000.0,,3714.0,,2026-03-02,21.0,Non classifié
LeBonCoin,,,Studio 5 pices 153 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3119192195,,1490000.0,,9739.0,,2026-02-23,153.0,Non classifié
LeBonCoin,,,Immeuble 10 pices 163 m,Autre,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3109059902,,685000.0,,4202.0,,2026-02-02,163.0,Non classifié
LeBonCoin,,,LMNP Toulon  Rsidence tudiante GSA Alfred Nobel  Loyer 3 121 HT/an  55 000  Parking,Appartement,,,,1.0,,parking/garage,https://www.leboncoin.fr/ad/ventes_immobilieres/3156481224,,55000.0,,3056.0,,2026-03-06,18.0,Non classifié
LeBonCoin,,,Studio 1 pice 19 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3156478285,,82500.0,,4342.0,,2026-03-06,19.0,Non classifié
LeBonCoin,,,Studio 3 pices 78 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106327638,,320000.0,,4103.0,,2026-01-30,78.0,Non classifié
LeBonCoin,,,Studio 4 pices 113 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3156031273,,573000.0,,5071.0,,2026-03-06,113.0,Non classifié
LeBonCoin,,,Studio 1 pice 24 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134529149,,119000.0,,4958.0,,2026-01-26,24.0,Non classifié
LeBonCoin,,,Appartement en Viager 3 pices 138 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155905777,,755250.0,,5473.0,,2026-03-05,138.0,Non classifié
LeBonCoin,,,Studio 1 pice 22 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140118397,,95000.0,,4318.0,,2026-02-05,22.0,Non classifié
LeBonCoin,,,Immeuble 11 pices 223 m,Autre,,,,11.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3097463711,,499000.0,,2238.0,,2026-01-15,223.0,Non classifié
LeBonCoin,,,Immeuble 340 m TOULON,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138768097,,595000.0,,1750.0,,2026-02-03,340.0,Non classifié
LeBonCoin,,,Toulon petit bois cap brun studio dernier etage expos sud,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146997748,,135000.0,,4655.0,cap brun,2026-02-18,29.0,Non classifié
LeBonCoin,,,Appartement 5 pices 153 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3116638670,,1490000.0,,9739.0,,2026-02-17,153.0,Non classifié
LeBonCoin,,,Immeuble 2 pices 339 m,Autre,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127308707,,499000.0,,1472.0,,2026-01-13,339.0,Non classifié
LeBonCoin,,,Studio 5 pices 157 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143628316,,590000.0,,3758.0,,2026-02-12,157.0,Non classifié
LeBonCoin,,,Studio 1 pice 28 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038855241,,109000.0,,3893.0,,2025-08-12,28.0,Non classifié
LeBonCoin,,,Appartement 2 pices 32 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2688305799,,138000.0,,4312.0,,2024-05-09,32.0,Non classifié
LeBonCoin,,,Studio 1 pice 32 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3096505074,,109000.0,,3406.0,,2026-01-13,32.0,Non classifié
LeBonCoin,,,Appartement 1 pice 32 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3066194008,,105000.0,,3281.0,,2025-09-17,32.0,Non classifié
LeBonCoin,,,Immeuble 382 m Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804196,,750000.0,,1963.0,,2026-03-04,382.0,Non classifié
LeBonCoin,,,Immeuble 270 m Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091804194,,1150000.0,,4259.0,,2026-03-03,270.0,Non classifié
LeBonCoin,,,Immeuble 72 m Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059176636,,310000.0,,4306.0,,2025-09-17,72.0,Non classifié
LeBonCoin,,,Appartement 5 pices 87 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151399272,,255000.0,,2931.0,,2026-02-25,87.0,Non classifié
LeBonCoin,,,Appartement - 2 pices - Toulon au coeur d'un quartier vivant et commerant,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750791,,206604.0,,5165.0,,2023-07-21,40.0,Non classifié
LeBonCoin,,,Appartement - 4 pices - Toulon au coeur d'un quartier vivant et commerant,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750793,,325292.0,,4337.0,,2023-07-20,75.0,Non classifié
LeBonCoin,,,Appartement - 3 pices - Toulon au coeur d'un quartier vivant et commerant,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2382750792,,276938.0,,4616.0,,2023-07-19,60.0,Non classifié
LeBonCoin,,,Maison 6 pices 168 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148336591,,830000.0,,4940.0,,2026-02-20,168.0,Chercheur maison/villa
LeBonCoin,,,Studio 1 pice 23 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146972041,,184000.0,,8000.0,,2026-02-18,23.0,Non classifié
LeBonCoin,,,"Studio meubl avec terrasse  zero charges  Centre & gare  pied
Toulon  Haut Claret / Bas Saint-Roch",Appartement,,,,1.0,,jardin/terrasse,https://www.leboncoin.fr/ad/ventes_immobilieres/3141193147,,98500.0,,4690.0,"claret, saint-roch",2026-02-07,21.0,Non classifié
LeBonCoin,,,Studio 3 pices 40 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3009851051,,149000.0,,3725.0,,2025-06-18,40.0,Non classifié
LeBonCoin,,,TOULON CENTRE Idal investissement locatif,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124974327,,76000.0,,2714.0,,2026-01-09,28.0,Non classifié
